Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Description
221	210	Food & Drink	Healthy Cooking and Eating			Content relating to Food & Drink > Healthy Cooking and Eating: healthy eating, healthy recipes, nutrition, clean eating, diet.
222	210	Food & Drink	Non-Alcoholic Beverages			Content relating to Food & Drink > Non-Alcoholic Beverages: non-alcoholic, soft drinks, juice, tea, coffee, mocktails.
212	210	Food & Drink	Vegan Diets			Content relating to Food & Drink > Vegan Diets: vegan, veganism, plant-based, no animal products, vegan recipes.
213	210	Food & Drink	Vegetarian Diets			Content relating to Food & Drink > Vegetarian Diets: vegetarian, vegetarianism, meat-free, veggie diet, lacto-ovo.
214	210	Food & Drink	World Cuisines			Content relating to Food & Drink > World Cuisines: world cuisine, international food, ethnic food, Italian, Mexican, Asian cuisine.
SPSHQ5		Genres				Content relating to Genres: genres, content genres, media genres, category, type.
VKIV56	SPSHQ5	Genres	Nature			Content relating to Genres > Nature: nature, wildlife, natural world, outdoors, nature documentary.
325	SPSHQ5	Genres	Action/Adventure			Content relating to Genres > Action/Adventure: action, adventure, action movies, adventure films, thrill, excitement.
641	SPSHQ5	Genres	Animation & Anime			Content relating to Genres > Animation & Anime: animation, anime, animated films, cartoon, Japanese anime.
44	SPSHQ5	Genres	Biographies			Content relating to Genres > Biographies: biographies, biography, true story, life story, biographical.
646	SPSHQ5	Genres	Comedy			Content relating to Genres > Comedy: comedy, funny, humor, comedies, stand-up, sitcom.
332	SPSHQ5	Genres	Documentary			Content relating to Genres > Documentary: documentary, docs, non-fiction, real story, documentary film.
647	SPSHQ5	Genres	Drama			Content relating to Genres > Drama: drama, dramatic, serious film, dramatic content.
648	SPSHQ5	Genres	Factual			Content relating to Genres > Factual: factual, fact-based, non-fiction, educational content, reality-based.
645	SPSHQ5	Genres	Family/Children			Content relating to Genres > Family/Children: family content, kids content, family-friendly, children's entertainment.
335	SPSHQ5	Genres	Fantasy			Content relating to Genres > Fantasy: fantasy, magical, fantasy world, dragons, wizards, fantasy genre.
EZWB7V	SPSHQ5	Genres	History			Content relating to Genres > History: history, historical, period piece, historical drama, history documentary.
649	SPSHQ5	Genres	Holiday			Content relating to Genres > Holiday: holiday, Christmas, seasonal, holiday specials, festive.
336	SPSHQ5	Genres	Horror			Content relating to Genres > Horror: horror, scary, horror movies, thriller, supernatural, fear.
TIFQA5	SPSHQ5	Genres	Lifestyle			Content relating to Genres > Lifestyle: lifestyle, lifestyle content, living, lifestyle programming.
650	SPSHQ5	Genres	Music Video			Content relating to Genres > Music Video: music videos, MV, song video, music visual.
156	SPSHQ5	Genres	Musical			Content relating to Genres > Musical: musical, musicals, song and dance, Broadway musical, musical film.
331	SPSHQ5	Genres	Mystery			Content relating to Genres > Mystery: mystery, detective, whodunit, suspense, mystery genre.
651	SPSHQ5	Genres	Reality TV			Content relating to Genres > Reality TV: reality TV, reality show, unscripted, reality programming.
326	SPSHQ5	Genres	Romance			Content relating to Genres > Romance: romance, romantic, love story, romantic comedy, relationship.
652	SPSHQ5	Genres	Science Fiction			Content relating to Genres > Science Fiction: sci-fi, science fiction, space, future, sci-fi genre.
642	SPSHQ5	Genres	Soap Opera			Content relating to Genres > Soap Opera: soap opera, soaps, daytime drama, serial drama.
643	SPSHQ5	Genres	Special Interest (Indie/Art House)			Content relating to Genres > Special Interest (Indie/Art House): indie film, art house, independent film, arthouse cinema.
370	SPSHQ5	Genres	Sports Radio			Content relating to Genres > Sports Radio: sports radio, sports talk, sports broadcast, radio sports.
371	SPSHQ5	Genres	Talk Radio			Content relating to Genres > Talk Radio: talk radio, talk show radio, discussion radio, AM talk.
376	SPSHQ5	Genres	Talk Radio	Public Radio		Content relating to Genres > Talk Radio > Public Radio: public radio, NPR, public broadcasting, non-commercial radio.
A0AH3G	SPSHQ5	Genres	Talk Show			Content relating to Genres > Talk Show: talk show, talk program, interview show, late night, daytime talk.
KHPC5A	SPSHQ5	Genres	True Crime			Content relating to Genres > True Crime: true crime, crime documentary, real crime, criminal case.
KHPC6A	SPSHQ5	Genres	Western			Content relating to Genres > Western: western, cowboy, Wild West, western genre, frontier.
51	SPSHQ5	Genres	Young Adult			Content relating to Genres > Young Adult: young adult, YA, teen fiction, YA novels, young adult content.
700	SPSHQ5	Genres	Thriller			Content relating to Genres > Thriller: thriller, suspense, tension, thriller movies, psychological thriller.
223		Healthy Living				Content relating to Healthy Living: healthy living, wellness, health, fitness, lifestyle health.
224	223	Healthy Living	Children's Health			Content relating to Healthy Living > Children's Health: children's health, kids health, pediatric health, child wellness.
225	223	Healthy Living	Fitness and Exercise			Content relating to Healthy Living > Fitness and Exercise: fitness, exercise, workout, gym, physical activity, training.
226	225	Healthy Living	Fitness and Exercise	Participant Sports		Content relating to Healthy Living > Fitness and Exercise > Participant Sports: participant sports, amateur sports, recreational sports, playing sports.
227	225	Healthy Living	Fitness and Exercise	Running and Jogging		Content relating to Healthy Living > Fitness and Exercise > Running and Jogging: running, jogging, marathon, 5K, trail running, runners.
228	223	Healthy Living	Men's Health			Content relating to Healthy Living > Men's Health: men's health, male health, men wellness, prostate, male fitness.
229	223	Healthy Living	Nutrition			Content relating to Healthy Living > Nutrition: nutrition, diet, nutrients, healthy eating, vitamins, food nutrition.
230	223	Healthy Living	Senior Health			Content relating to Healthy Living > Senior Health: senior health, elderly health, aging, senior wellness, older adults.
231	223	Healthy Living	Weight Loss			Content relating to Healthy Living > Weight Loss: weight loss, dieting, lose weight, slimming, weight management.
232	223	Healthy Living	Wellness			Content relating to Healthy Living > Wellness: wellness, wellbeing, holistic health, self-care, wellness lifestyle.
233	232	Healthy Living	Wellness	Alternative Medicine		Content relating to Healthy Living > Wellness > Alternative Medicine: alternative medicine, complementary medicine, natural remedies, integrative health.
234	233	Healthy Living	Wellness	Alternative Medicine	Herbs and Supplements	Content relating to Healthy Living > Wellness > Alternative Medicine > Herbs and Supplements: herbs, supplements, vitamins, natural supplements, herbal remedies.
235	233	Healthy Living	Wellness	Alternative Medicine	Holistic Health	Content relating to Healthy Living > Wellness > Alternative Medicine > Holistic Health: holistic health, holistic medicine, whole person health, mind-body.
236	232	Healthy Living	Wellness	Physical Therapy		Content relating to Healthy Living > Wellness > Physical Therapy: physical therapy, PT, rehab, rehabilitation, physical therapist.
237	232	Healthy Living	Wellness	Smoking Cessation		Content relating to Healthy Living > Wellness > Smoking Cessation: quit smoking, smoking cessation, nicotine, stop smoking, cessation program.
238	223	Healthy Living	Women's Health			Content relating to Healthy Living > Women's Health: women's health, female health, pregnancy health, women wellness.
239		Hobbies & Interests				Content relating to Hobbies & Interests: hobbies, interests, pastimes, leisure activities, hobbyist.
240	239	Hobbies & Interests	Antiquing and Antiques			Content relating to Hobbies & Interests > Antiquing and Antiques: antiques, antiquing, vintage, collectibles, antique furniture, restoration.
248	239	Hobbies & Interests	Arts and Crafts			Content relating to Hobbies & Interests > Arts and Crafts: arts and crafts, crafting, DIY, handmade, craft projects.
249	248	Hobbies & Interests	Arts and Crafts	Beadwork		Content relating to Hobbies & Interests > Arts and Crafts > Beadwork: beadwork, beading, beads, jewelry making with beads.
250	248	Hobbies & Interests	Arts and Crafts	Candle and Soap Making		Content relating to Hobbies & Interests > Arts and Crafts > Candle and Soap Making: candle making, soap making, DIY candles, handmade soap, crafting.
251	248	Hobbies & Interests	Arts and Crafts	Drawing and Sketching		Content relating to Hobbies & Interests > Arts and Crafts > Drawing and Sketching: drawing, sketching, pencil drawing, illustration, sketch.
252	248	Hobbies & Interests	Arts and Crafts	Jewelry Making		Content relating to Hobbies & Interests > Arts and Crafts > Jewelry Making: jewelry making, handmade jewelry, beading, metalwork jewelry.
253	248	Hobbies & Interests	Arts and Crafts	Needlework		Content relating to Hobbies & Interests > Arts and Crafts > Needlework: needlework, embroidery, sewing, cross-stitch, needlepoint.
254	248	Hobbies & Interests	Arts and Crafts	Painting		Content relating to Hobbies & Interests > Arts and Crafts > Painting: painting, acrylic, oil painting, watercolor, art painting.
255	248	Hobbies & Interests	Arts and Crafts	Photography		Content relating to Hobbies & Interests > Arts and Crafts > Photography: photography, photos, camera, photo tips, photography hobby.
256	248	Hobbies & Interests	Arts and Crafts	Scrapbooking		Content relating to Hobbies & Interests > Arts and Crafts > Scrapbooking: scrapbooking, scrapbook, memory keeping, photo albums, craft.
257	248	Hobbies & Interests	Arts and Crafts	Woodworking		Content relating to Hobbies & Interests > Arts and Crafts > Woodworking: woodworking, woodwork, carpentry, furniture making, wood crafts.
258	239	Hobbies & Interests	Beekeeping			Content relating to Hobbies & Interests > Beekeeping: beekeeping, beekeepers, honey bees, apiary, hive, beekeeping tips.
259	239	Hobbies & Interests	Birdwatching			Content relating to Hobbies & Interests > Birdwatching: birdwatching, birding, birds, bird identification, ornithology.
260	239	Hobbies & Interests	Cigars			Content relating to Hobbies & Interests > Cigars: cigars, cigar smoking, cigar lounge, premium cigars, cigar culture.
261	239	Hobbies & Interests	Collecting			Content relating to Hobbies & Interests > Collecting: collecting, collectors, collectibles, collection, hobby collecting.
262	261	Hobbies & Interests	Collecting	Comic Books		Content relating to Hobbies & Interests > Collecting > Comic Books: comic books, comics collecting, comic collection, graphic novel collection.
263	261	Hobbies & Interests	Collecting	Stamps and Coins		Content relating to Hobbies & Interests > Collecting > Stamps and Coins: stamp collecting, coin collecting, numismatics, philately, stamps and coins.
264	239	Hobbies & Interests	Content Production			Content relating to Hobbies & Interests > Content Production: content creation, content production, creating content, media production.
265	264	Hobbies & Interests	Content Production	Audio Production		Content relating to Hobbies & Interests > Content Production > Audio Production: audio production, podcasting, sound recording, audio editing, music production.
266	264	Hobbies & Interests	Content Production	Freelance Writing		Content relating to Hobbies & Interests > Content Production > Freelance Writing: freelance writing, freelance writer, writing gigs, content writing.
267	264	Hobbies & Interests	Content Production	Screenwriting		Content relating to Hobbies & Interests > Content Production > Screenwriting: screenwriting, screenplay, script writing, film script, TV writing.
268	264	Hobbies & Interests	Content Production	Video Production		Content relating to Hobbies & Interests > Content Production > Video Production: video production, video editing, filmmaking, video creation.
269	239	Hobbies & Interests	Games and Puzzles			Content relating to Hobbies & Interests > Games and Puzzles: games, puzzles, board games, puzzle solving, game night.
270	269	Hobbies & Interests	Games and Puzzles	Board Games and Puzzles		Content relating to Hobbies & Interests > Games and Puzzles > Board Games and Puzzles: board games, tabletop games, puzzles, jigsaw, game night.
271	269	Hobbies & Interests	Games and Puzzles	Card Games		Content relating to Hobbies & Interests > Games and Puzzles > Card Games: card games, playing cards, poker, bridge, card games.
272	269	Hobbies & Interests	Games and Puzzles	Roleplaying Games		Content relating to Hobbies & Interests > Games and Puzzles > Roleplaying Games: RPG, roleplaying games, D&D, tabletop RPG, role-play.
273	239	Hobbies & Interests	Genealogy and Ancestry			Content relating to Hobbies & Interests > Genealogy and Ancestry: genealogy, family tree, ancestry, family history, DNA ancestry.
241	239	Hobbies & Interests	Magic and Illusion			Content relating to Hobbies & Interests > Magic and Illusion: magic, illusion, magician, card tricks, stage magic.
242	239	Hobbies & Interests	Model Toys			Content relating to Hobbies & Interests > Model Toys: model kits, scale models, model building, toy models, collectible models.
243	239	Hobbies & Interests	Musical Instruments			Content relating to Hobbies & Interests > Musical Instruments: musical instruments, guitar, piano, drums, learning instrument.
244	239	Hobbies & Interests	Paranormal Phenomena			Content relating to Hobbies & Interests > Paranormal Phenomena: paranormal, ghosts, UFOs, supernatural, paranormal investigation.
245	239	Hobbies & Interests	Radio Control			Content relating to Hobbies & Interests > Radio Control: RC, radio control, RC cars, drones, remote control hobby.
246	239	Hobbies & Interests	Sci-fi and Fantasy			Content relating to Hobbies & Interests > Sci-fi and Fantasy: sci-fi fantasy, science fiction and fantasy, SF&F, genre fiction.
247	239	Hobbies & Interests	Workshops and Classes			Content relating to Hobbies & Interests > Workshops and Classes: workshops, classes, learning, hobby classes, skill workshops.
1KXCLD		Holidays				Content relating to Holidays: holidays, holiday celebration, festive, seasonal holidays.
157	1KXCLD	Holidays	National & Civic Holidays			Content relating to Holidays > National & Civic Holidays: national holidays, civic holidays, federal holidays, public holidays, Independence Day.
274		Home & Garden				Content relating to Home & Garden: home, garden, household, gardening, home improvement.
275	274	Home & Garden	Gardening			Content relating to Home & Garden > Gardening: gardening, garden, plants, landscaping, vegetable garden, flowers.
278	274	Home & Garden	Home Appliances			Content relating to Home & Garden > Home Appliances: home appliances, refrigerator, washer, dryer, kitchen appliances.
279	274	Home & Garden	Home Entertaining			Content relating to Home & Garden > Home Entertaining: home entertaining, hosting, party at home, dinner party, entertaining.
280	274	Home & Garden	Home Improvement			Content relating to Home & Garden > Home Improvement: home improvement, DIY home, renovation, home repair, remodeling.
281	274	Home & Garden	Home Security			Content relating to Home & Garden > Home Security: home security, alarm system, security cameras, home safety.
282	274	Home & Garden	Indoor Environmental Quality			Content relating to Home & Garden > Indoor Environmental Quality: indoor air quality, IAQ, ventilation, mold, indoor environment.
283	274	Home & Garden	Interior Decorating			Content relating to Home & Garden > Interior Decorating: interior design, home decor, decorating, interior styling.
284	274	Home & Garden	Landscaping			Content relating to Home & Garden > Landscaping: landscaping, lawn care, yard, outdoor design, landscape design.
285	274	Home & Garden	Outdoor Decorating			Content relating to Home & Garden > Outdoor Decorating: outdoor decor, patio, deck, outdoor living, exterior decorating.
276	274	Home & Garden	Remodeling & Construction			Content relating to Home & Garden > Remodeling & Construction: remodeling, construction, home renovation, building, contractor.
277	274	Home & Garden	Smart Home			Content relating to Home & Garden > Smart Home: smart home, home automation, IoT home, Alexa, smart devices.
383		Law				Content relating to Law: law, legal, attorney, lawyer, legal system, courts.
286		Medical Health				Content relating to Medical Health: medical health, medicine, healthcare, clinical, medical treatment.
323	286	Medical Health	Cosmetic Medical Services			Content relating to Medical Health > Cosmetic Medical Services: cosmetic surgery, plastic surgery, Botox, cosmetic procedures.
287	286	Medical Health	Diseases and Conditions			Content relating to Medical Health > Diseases and Conditions: diseases, medical conditions, illness, diagnosis, treatment.
288	287	Medical Health	Diseases and Conditions	Allergies		Content relating to Medical Health > Diseases and Conditions > Allergies: allergies, allergic reaction, allergy symptoms, antihistamine, allergy treatment.
306	287	Medical Health	Diseases and Conditions	Blood Disorders		Content relating to Medical Health > Diseases and Conditions > Blood Disorders: blood disorders, anemia, clotting, hematology, blood disease.
312	287	Medical Health	Diseases and Conditions	Bone and Joint Conditions		Content relating to Medical Health > Diseases and Conditions > Bone and Joint Conditions: bone health, arthritis, osteoporosis, joint pain, orthopedic.
313	287	Medical Health	Diseases and Conditions	Brain and Nervous System Disorders		Content relating to Medical Health > Diseases and Conditions > Brain and Nervous System Disorders: neurological, brain disorders, nervous system, neurology.
314	287	Medical Health	Diseases and Conditions	Cancer		Content relating to Medical Health > Diseases and Conditions > Cancer: cancer, oncology, chemotherapy, tumor, cancer treatment.
315	287	Medical Health	Diseases and Conditions	Cold and Flu		Content relating to Medical Health > Diseases and Conditions > Cold and Flu: cold, flu, influenza, common cold, flu season, symptoms.
316	287	Medical Health	Diseases and Conditions	Dental Health		Content relating to Medical Health > Diseases and Conditions > Dental Health: dental, teeth, dentist, oral health, dental care.
317	287	Medical Health	Diseases and Conditions	Diabetes		Content relating to Medical Health > Diseases and Conditions > Diabetes: diabetes, blood sugar, insulin, type 2 diabetes, diabetic.
318	287	Medical Health	Diseases and Conditions	Digestive Disorders		Content relating to Medical Health > Diseases and Conditions > Digestive Disorders: digestive, stomach, GI, IBS, digestive health.
289	287	Medical Health	Diseases and Conditions	Ear, Nose and Throat Conditions		Content relating to Medical Health > Diseases and Conditions > Ear, Nose and Throat Conditions: ENT, ear nose throat, otolaryngology, sinus, ear infection.
290	287	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases		Content relating to Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases: endocrine, metabolic, hormones, thyroid, metabolism.
291	290	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases	Hormonal Disorders	Content relating to Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Hormonal Disorders: hormonal, hormone imbalance, endocrine disorder.
292	290	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases	Menopause	Content relating to Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Menopause: menopause, perimenopause, hot flashes, hormone therapy.
293	290	Medical Health	Diseases and Conditions	Endocrine and Metabolic Diseases	Thyroid Disorders	Content relating to Medical Health > Diseases and Conditions > Endocrine and Metabolic Diseases > Thyroid Disorders: thyroid, hypothyroidism, hyperthyroidism, thyroid disease.
294	287	Medical Health	Diseases and Conditions	Eye and Vision Conditions		Content relating to Medical Health > Diseases and Conditions > Eye and Vision Conditions: eye health, vision, ophthalmology, eye care, vision correction.
295	287	Medical Health	Diseases and Conditions	Foot Health		Content relating to Medical Health > Diseases and Conditions > Foot Health: foot health, podiatry, foot care, foot pain, orthotics.
296	287	Medical Health	Diseases and Conditions	Heart and Cardiovascular Diseases		Content relating to Medical Health > Diseases and Conditions > Heart and Cardiovascular Diseases: heart disease, cardiovascular, heart health, cardiac, cholesterol.
297	287	Medical Health	Diseases and Conditions	Infectious Diseases		Content relating to Medical Health > Diseases and Conditions > Infectious Diseases: infectious disease, infection, virus, bacteria, contagious.
298	287	Medical Health	Diseases and Conditions	Injuries		Content relating to Medical Health > Diseases and Conditions > Injuries: injuries, injury, trauma, wound, accident injury.
299	298	Medical Health	Diseases and Conditions	Injuries	First Aid	Content relating to Medical Health > Diseases and Conditions > Injuries > First Aid: first aid, emergency care, CPR, bandage, emergency response.
300	287	Medical Health	Diseases and Conditions	Lung and Respiratory Health		Content relating to Medical Health > Diseases and Conditions > Lung and Respiratory Health: respiratory, lungs, asthma, COPD, breathing.
301	287	Medical Health	Diseases and Conditions	Mental Health		Content relating to Medical Health > Diseases and Conditions > Mental Health: mental health, psychology, depression, anxiety, therapy.
302	287	Medical Health	Diseases and Conditions	Reproductive Health		Content relating to Medical Health > Diseases and Conditions > Reproductive Health: reproductive health, fertility, reproductive system.
303	302	Medical Health	Diseases and Conditions	Reproductive Health	Birth Control	Content relating to Medical Health > Diseases and Conditions > Reproductive Health > Birth Control: birth control, contraception, family planning, contraceptives.
304	302	Medical Health	Diseases and Conditions	Reproductive Health	Infertility	Content relating to Medical Health > Diseases and Conditions > Reproductive Health > Infertility: infertility, IVF, fertility treatment, conception, reproductive medicine.
305	302	Medical Health	Diseases and Conditions	Reproductive Health	Pregnancy	Content relating to Medical Health > Diseases and Conditions > Reproductive Health > Pregnancy: pregnancy, pregnant, prenatal, expecting, maternity.
307	287	Medical Health	Diseases and Conditions	Sexual Health		Content relating to Medical Health > Diseases and Conditions > Sexual Health: sexual health, STI, sexual wellness, sexual health care.
308	307	Medical Health	Diseases and Conditions	Sexual Health	Sexual Conditions	Content relating to Medical Health > Diseases and Conditions > Sexual Health > Sexual Conditions: sexual conditions, sexual dysfunction, sexual health issues.
309	287	Medical Health	Diseases and Conditions	Skin and Dermatology		Content relating to Medical Health > Diseases and Conditions > Skin and Dermatology: skin, dermatology, dermatologist, skin care, skin conditions.
310	287	Medical Health	Diseases and Conditions	Sleep Disorders		Content relating to Medical Health > Diseases and Conditions > Sleep Disorders: sleep disorders, insomnia, sleep apnea, sleep problems.
311	287	Medical Health	Diseases and Conditions	Substance Abuse		Content relating to Medical Health > Diseases and Conditions > Substance Abuse: substance abuse, addiction, drug abuse, recovery, rehabilitation.
319	286	Medical Health	Medical Tests			Content relating to Medical Health > Medical Tests: medical tests, lab tests, blood test, diagnostic test, screening.
320	286	Medical Health	Pharmaceutical Drugs			Content relating to Medical Health > Pharmaceutical Drugs: pharmaceuticals, prescription drugs, medication, drugs, medicine.
321	286	Medical Health	Surgery			Content relating to Medical Health > Surgery: surgery, surgical, operation, procedure, surgeon.
322	286	Medical Health	Vaccines			Content relating to Medical Health > Vaccines: vaccines, vaccination, immunization, vaccine schedule, flu shot.
342	338	Entertainment	Music	Adult Album Alternative		Content relating to Entertainment > Music > Adult Album Alternative: AAA radio, adult alternative, Triple A, alternative rock radio.
339	338	Entertainment	Music	Adult Contemporary Music		Content relating to Entertainment > Music > Adult Contemporary Music: adult contemporary, AC radio, soft rock, easy listening.
340	339	Entertainment	Music	Adult Contemporary Music	Soft AC Music	Content relating to Entertainment > Music > Adult Contemporary Music > Soft AC Music: soft AC, smooth AC, light adult contemporary.
341	339	Entertainment	Music	Adult Contemporary Music	Urban AC Music	Content relating to Entertainment > Music > Adult Contemporary Music > Urban AC Music: urban AC, R&B adult contemporary, soul AC.
343	338	Entertainment	Music	Alternative Music		Content relating to Entertainment > Music > Alternative Music: alternative rock, alt rock, indie rock, alternative music.
360	338	Entertainment	Music	Blues		Content relating to Entertainment > Music > Blues: blues music, blues guitar, Delta blues, blues artists.
344	338	Entertainment	Music	Children's Music		Content relating to Entertainment > Music > Children's Music: children's music, kids music, nursery rhymes, kid songs.
345	338	Entertainment	Music	Classic Hits		Content relating to Entertainment > Music > Classic Hits: classic hits, oldies, classic rock radio, golden oldies.
346	338	Entertainment	Music	Classical Music		Content relating to Entertainment > Music > Classical Music: classical music, orchestral, symphony, classical composers.
347	338	Entertainment	Music	College Radio		Content relating to Entertainment > Music > College Radio: college radio, campus radio, student radio, indie radio.
348	338	Entertainment	Music	Comedy (Music and Audio)		Content relating to Entertainment > Music > Comedy (Music and Audio): comedy audio, comedy albums, stand-up comedy, comedy podcasts.
349	338	Entertainment	Music	Contemporary Hits/Pop/Top 40		Content relating to Entertainment > Music > Contemporary Hits/Pop/Top 40: pop music, Top 40, hit songs, pop radio, mainstream pop.
350	338	Entertainment	Music	Country Music		Content relating to Entertainment > Music > Country Music: country music, country songs, Nashville, country radio.
351	338	Entertainment	Music	Dance and Electronic Music		Content relating to Entertainment > Music > Dance and Electronic Music: EDM, electronic music, dance music, house, techno.
354	338	Entertainment	Music	Gospel Music		Content relating to Entertainment > Music > Gospel Music: gospel music, gospel songs, spirituals, Christian gospel.
355	338	Entertainment	Music	Hip Hop Music		Content relating to Entertainment > Music > Hip Hop Music: hip hop, rap music, rap, hip-hop culture.
356	338	Entertainment	Music	Inspirational/New Age Music		Content relating to Entertainment > Music > Inspirational/New Age Music: new age music, inspirational, ambient, relaxation music.
357	338	Entertainment	Music	Jazz		Content relating to Entertainment > Music > Jazz: jazz music, jazz artists, jazz standards, jazz club.
358	338	Entertainment	Music	Oldies/Adult Standards		Content relating to Entertainment > Music > Oldies/Adult Standards: oldies, adult standards, classic pop, nostalgia.
362	338	Entertainment	Music	R&B/Soul/Funk		Content relating to Entertainment > Music > R&B/Soul/Funk: R&B, soul music, funk, Motown, rhythm and blues.
359	338	Entertainment	Music	Reggae		Content relating to Entertainment > Music > Reggae: reggae music, reggae, Jamaican music, dub, ska.
361	338	Entertainment	Music	Religious (Music and Audio)		Content relating to Entertainment > Music > Religious (Music and Audio): religious music, Christian music, worship, faith-based audio.
363	338	Entertainment	Music	Rock Music		Content relating to Entertainment > Music > Rock Music: rock music, rock and roll, rock bands, guitar rock.
364	363	Entertainment	Music	Rock Music	Album-oriented Rock	Content relating to Entertainment > Music > Rock Music > Album-oriented Rock: AOR, album rock, classic rock radio.
365	363	Entertainment	Music	Rock Music	Alternative Rock	Content relating to Entertainment > Music > Rock Music > Alternative Rock: alt rock, alternative rock, indie rock.
366	363	Entertainment	Music	Rock Music	Classic Rock	Content relating to Entertainment > Music > Rock Music > Classic Rock: classic rock, 70s rock, 80s rock, classic rock radio.
367	363	Entertainment	Music	Rock Music	Hard Rock	Content relating to Entertainment > Music > Rock Music > Hard Rock: hard rock, heavy rock, hard rock bands.
368	363	Entertainment	Music	Rock Music	Soft Rock	Content relating to Entertainment > Music > Rock Music > Soft Rock: soft rock, mellow rock, easy rock.
353	338	Entertainment	Music	Songwriters/Folk		Content relating to Entertainment > Music > Songwriters/Folk: singer-songwriter, folk music, acoustic, folk artists.
369	338	Entertainment	Music	Soundtracks, TV and Showtunes		Content relating to Entertainment > Music > Soundtracks, TV and Showtunes: soundtracks, film scores, showtunes, Broadway cast.
352	338	Entertainment	Music	World/International Music		Content relating to Entertainment > Music > World/International Music: world music, international music, ethnic music, global music.
377	338	Entertainment	Music	Urban Contemporary Music		Content relating to Entertainment > Music > Urban Contemporary Music: urban contemporary, urban radio, R&B hip-hop.
378	338	Entertainment	Music	Variety (Music and Audio)		Content relating to Entertainment > Music > Variety (Music and Audio): variety radio, mixed format, eclectic.
163		Personal Celebrations & Life Events				Content relating to Personal Celebrations & Life Events: life events, celebrations, milestones, special occasions.
164	163	Personal Celebrations & Life Events	Anniversary			Content relating to Personal Celebrations & Life Events > Anniversary: anniversary, wedding anniversary, celebration, milestone.
166	163	Personal Celebrations & Life Events	Baby Shower			Content relating to Personal Celebrations & Life Events > Baby Shower: baby shower, expecting baby, shower party, baby gifts.
167	163	Personal Celebrations & Life Events	Bachelor Party			Content relating to Personal Celebrations & Life Events > Bachelor Party: bachelor party, stag party, groom party, pre-wedding.
168	163	Personal Celebrations & Life Events	Bachelorette Party			Content relating to Personal Celebrations & Life Events > Bachelorette Party: bachelorette party, hen party, bride party.
169	163	Personal Celebrations & Life Events	Birth			Content relating to Personal Celebrations & Life Events > Birth: birth, childbirth, newborn, delivery, baby birth.
170	163	Personal Celebrations & Life Events	Birthday			Content relating to Personal Celebrations & Life Events > Birthday: birthday, birthday party, birthday celebration, age.
171	163	Personal Celebrations & Life Events	Funeral			Content relating to Personal Celebrations & Life Events > Funeral: funeral, memorial, bereavement, end of life.
172	163	Personal Celebrations & Life Events	Graduation			Content relating to Personal Celebrations & Life Events > Graduation: graduation, grad, commencement, diploma, graduate.
173	163	Personal Celebrations & Life Events	Prom			Content relating to Personal Celebrations & Life Events > Prom: prom, prom night, high school prom, formal dance.
165	163	Personal Celebrations & Life Events	Wedding			Content relating to Personal Celebrations & Life Events > Wedding: wedding, marriage ceremony, bride, groom, wedding planning.
391		Personal Finance				Content relating to Personal Finance: personal finance, money management, budgeting, finances.
392	391	Personal Finance	Consumer Banking			Content relating to Personal Finance > Consumer Banking: consumer banking, checking account, savings, bank account.
393	391	Personal Finance	Financial Assistance			Content relating to Personal Finance > Financial Assistance: financial assistance, aid, support programs, financial help.
394	393	Personal Finance	Financial Assistance	Government Support and Welfare		Content relating to Personal Finance > Financial Assistance > Government Support and Welfare: welfare, government assistance, benefits, SNAP, social security.
395	393	Personal Finance	Financial Assistance	Student Financial Aid		Content relating to Personal Finance > Financial Assistance > Student Financial Aid: financial aid, student loans, FAFSA, scholarships, grants.
396	391	Personal Finance	Financial Planning			Content relating to Personal Finance > Financial Planning: financial planning, financial advisor, retirement planning, wealth.
397	391	Personal Finance	Frugal Living			Content relating to Personal Finance > Frugal Living: frugal living, budgeting, save money, thrifty, cheap living.
417	391	Personal Finance	Home Utilities			Content relating to Personal Finance > Home Utilities: utilities, electric, gas, water bill, utility bills.
418	417	Personal Finance	Home Utilities	Gas and Electric		Content relating to Personal Finance > Home Utilities > Gas and Electric: gas electric, energy bill, power company, utility.
419	417	Personal Finance	Home Utilities	Internet Service Providers		Content relating to Personal Finance > Home Utilities > Internet Service Providers: ISP, internet provider, broadband, cable internet.
420	417	Personal Finance	Home Utilities	Phone Services		Content relating to Personal Finance > Home Utilities > Phone Services: phone service, mobile plan, landline, phone bill.
421	417	Personal Finance	Home Utilities	Water Services		Content relating to Personal Finance > Home Utilities > Water Services: water utility, water bill, water company.
398	391	Personal Finance	Insurance			Content relating to Personal Finance > Insurance: insurance, coverage, policy, insurance quote.
399	398	Personal Finance	Insurance	Health Insurance		Content relating to Personal Finance > Insurance > Health Insurance: health insurance, medical insurance, Obamacare, health plan.
400	398	Personal Finance	Insurance	Home Insurance		Content relating to Personal Finance > Insurance > Home Insurance: home insurance, homeowners insurance, property insurance.
